Chegada,Mercadoria,Quantidade,Origem,Sentido,Porto
01/11/2024 13:00:00,GRAN.LIQUIDO NAO ESPECIF,1,LIQUIDO A GRANEL,Importação,Porto de Santos
03/11/2024 23:59:00,GRAN.LIQUIDO NAO ESPECIF,1,LIQUIDO A GRANEL,Importação,Porto de Santos
06/11/2024 07:00:00,GRAN.LIQUIDO NAO ESPECIF,1,LIQUIDO A GRANEL,Importação,Porto de Santos
07/11/2024 07:00:00,GRAN.LIQUIDO NAO ESPECIF,1,LIQUIDO A GRANEL,Importação,Porto de Santos
15/11/2024 09:57:00,GAS LIQUEFEITO,1,LIQUIDO A GRANEL,Importação,Porto de Santos
21/10/2024 14:48:00,OLEO DIESEL,1,LIQUIDO A GRANEL,Importação,Porto de Santos
21/10/2024 16:12:00,GRAN.LIQUIDO NAO ESPECIF GRAN.LIQUIDO NAO ESPECIF,1,LIQUIDO A GRANEL,Importação,Porto de Santos
28/10/2024 21:48:00,SODA CAUSTICA,1,LIQUIDO A GRANEL,Importação,Porto de Santos
29/10/2024,OLEO LUBRIFICANTE OLEO LUBRIFICANTE,1,LIQUIDO A GRANEL,Importação,Porto de Santos
29/10/2024 16:23:00,GAS LIQUEFEITO,1,LIQUIDO A GRANEL,Importação,Porto de Santos
29/10/2024 16:36:00,OLEO DIESEL,1,LIQUIDO A GRANEL,Importação,Porto de Santos
30/10/2024 07:00:00,GRAN.LIQUIDO NAO ESPECIF,1,LIQUIDO A GRANEL,Importação,Porto de Santos
31/10/2024 11:00:00,GRAN.LIQUIDO NAO ESPECIF,1,LIQUIDO A GRANEL,Importação,Porto de Santos
03/11/2024 09:31:00,SUCOS CITRICOS A GRANEL,1,LIQUIDO A GRANEL,Exportação,Porto de Santos
10/11/2024 05:19:00,SUCOS CITRICOS A GRANEL,1,LIQUIDO A GRANEL,Exportação,Porto de Santos
20/11/2024 05:25:00,SUCOS CITRICOS A GRANEL,1,LIQUIDO A GRANEL,Exportação,Porto de Santos
21/10/2024 16:12:00,GRAN.LIQUIDO NAO ESPECIF GRAN.LIQUIDO NAO ESPECIF,1,LIQUIDO A GRANEL,Exportação,Porto de Santos
23/11/2024 05:31:00,SUCOS CITRICOS A GRANEL,1,LIQUIDO A GRANEL,Exportação,Porto de Santos
25/10/2024 18:10:00,GRAN.LIQUIDO NAO ESPECIF,1,LIQUIDO A GRANEL,Exportação,Porto de Santos
27/10/2024 15:00:00,OLEO DIESEL,1,LIQUIDO A GRANEL,Exportação,Porto de Santos
27/11/2024 05:39:00,SUCOS CITRICOS A GRANEL,1,LIQUIDO A GRANEL,Exportação,Porto de Santos
29/10/2024,GASOLINA COMUM,1,LIQUIDO A GRANEL,Exportação,Porto de Santos
29/10/2024,GRAN.LIQUIDO NAO ESPECIF,1,LIQUIDO A GRANEL,Exportação,Porto de Santos
29/10/2024,OLEO COMBUSTIVEL,3,LIQUIDO A GRANEL,Exportação,Porto de Santos
29/10/2024,OLEO DIESEL,3,LIQUIDO A GRANEL,Exportação,Porto de Santos
29/10/2024,OLEO LUBRIFICANTE OLEO LUBRIFICANTE,1,LIQUIDO A GRANEL,Exportação,Porto de Santos
30/10/2024 05:00:00,ETHANOL,1,LIQUIDO A GRANEL,Exportação,Porto de Santos
30/10/2024 10:04:00,OLEO DIESEL,1,LIQUIDO A GRANEL,Exportação,Porto de Santos
30/10/2024 15:00:00,OLEO COMBUSTIVEL,1,LIQUIDO A GRANEL,Exportação,Porto de Santos
31/10/2024 05:00:00,ETHANOL,1,LIQUIDO A GRANEL,Exportação,Porto de Santos
29/10/2024,TRIGO A GRANEL,1,TRIGO,Importação,Porto de Santos
01/11/2024 01:00:00,PELLETS A GRANEL,1,GRANEIS DE ORIGEM VEGETAL,Exportação,Porto de Santos
01/11/2024 03:00:00,MILHO A GRANEL,1,GRANEIS DE ORIGEM VEGETAL,Exportação,Porto de Santos
01/11/2024 18:00:00,MILHO A GRANEL,1,GRANEIS DE ORIGEM VEGETAL,Exportação,Porto de Santos
04/11/2024 07:00:00,PELLETS A GRANEL,2,GRANEIS DE ORIGEM VEGETAL,Exportação,Porto de Santos
06/11/2024 18:00:00,MILHO A GRANEL,1,GRANEIS DE ORIGEM VEGETAL,Exportação,Porto de Santos
21/10/2024 20:00:00,MILHO A GRANEL,1,GRANEIS DE ORIGEM VEGETAL,Exportação,Porto de Santos
23/10/2024 20:12:00,MILHO A GRANEL,1,GRANEIS DE ORIGEM VEGETAL,Exportação,Porto de Santos
24/10/2024 05:00:00,MILHO A GRANEL,1,GRANEIS DE ORIGEM VEGETAL,Exportação,Porto de Santos
26/10/2024 05:30:00,MILHO A GRANEL,1,GRANEIS DE ORIGEM VEGETAL,Exportação,Porto de Santos
27/10/2024 05:24:00,MILHO A GRANEL,1,GRANEIS DE ORIGEM VEGETAL,Exportação,Porto de Santos
29/10/2024,MILHO A GRANEL,4,GRANEIS DE ORIGEM VEGETAL,Exportação,Porto de Santos
29/10/2024 08:00:00,MILHO A GRANEL,1,GRANEIS DE ORIGEM VEGETAL,Exportação,Porto de Santos
30/10/2024,MILHO A GRANEL,1,GRANEIS DE ORIGEM VEGETAL,Exportação,Porto de Santos
31/10/2024 08:00:00,PELLETS A GRANEL,1,GRANEIS DE ORIGEM VEGETAL,Exportação,Porto de Santos
31/10/2024 18:00:00,PELLETS A GRANEL,1,GRANEIS DE ORIGEM VEGETAL,Exportação,Porto de Santos
01/10/2024 22:54:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
01/11/2024 11:00:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
03/11/2024 07:00:00,GRAN.SOLIDO NAO ESPECIF,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
04/10/2024 17:48:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
06/10/2024 16:36:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
09/10/2024 23:00:00,FRUTAS FRESCAS,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
10/10/2024 07:00:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
11/10/2024 00:06:00,GRAN.SOLIDO NAO ESPECIF,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
15/10/2024 04:40:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
15/10/2024 11:00:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
15/11/2024 18:00:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
16/10/2024 03:30:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
18/10/2024 16:00:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
20/10/2024 09:00:00,GRAN.SOLIDO NAO ESPECIF,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
20/10/2024 13:36:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
24/11/2024 15:54:00,ENXOFRE A GRANEL,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
25/10/2024 02:24:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
26/10/2024 17:30:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
28/10/2024 11:18:00,ENXOFRE A GRANEL,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
29/10/2024,FERTILIZANTES,2,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
29/10/2024,GRAN.SOLIDO NAO ESPECIF,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
29/10/2024 10:30:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
30/10/2024,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
30/10/2024 07:00:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
30/11/2024 05:00:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
31/10/2024 05:00:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
31/10/2024 07:00:00,FERTILIZANTES,1,GRANEIS SOLIDOS - IMPORTACAO,Importação,Porto de Santos
01/11/2024 05:00:00,ACUCAR A GRANEL,1,GRANEIS SOLIDOS - EXPORTACAO,Exportação,Porto de Santos
01/11/2024 07:00:00,ACUCAR A GRANEL,1,GRANEIS SOLIDOS - EXPORTACAO,Exportação,Porto de Santos
02/11/2024,ACUCAR A GRANEL,1,GRANEIS SOLIDOS - EXPORTACAO,Exportação,Porto de Santos
13/10/2024 07:30:00,ACUCAR A GRANEL,1,GRANEIS SOLIDOS - EXPORTACAO,Exportação,Porto de Santos
18/10/2024 01:30:00,ACUCAR A GRANEL,1,GRANEIS SOLIDOS - EXPORTACAO,Exportação,Porto de Santos
19/10/2024 16:00:00,ACUCAR A GRANEL,1,GRANEIS SOLIDOS - EXPORTACAO,Exportação,Porto de Santos
20/10/2024 04:36:00,ACUCAR A GRANEL,1,GRANEIS SOLIDOS - EXPORTACAO,Exportação,Porto de Santos
21/10/2024 10:06:00,ACUCAR A GRANEL,1,GRANEIS SOLIDOS - EXPORTACAO,Exportação,Porto de Santos
24/10/2024 10:06:00,ACUCAR A GRANEL,1,GRANEIS SOLIDOS - EXPORTACAO,Exportação,Porto de Santos
24/10/2024 16:00:00,ACUCAR A GRANEL,1,GRANEIS SOLIDOS - EXPORTACAO,Exportação,Porto de Santos
27/10/2024 16:45:00,ACUCAR A GRANEL,1,GRANEIS SOLIDOS - EXPORTACAO,Exportação,Porto de Santos
29/10/2024,ACUCAR A GRANEL,2,GRANEIS SOLIDOS - EXPORTACAO,Exportação,Porto de Santos
29/10/2024,GRAN.SOLIDO NAO ESPECIF,1,GRANEIS SOLIDOS - EXPORTACAO,Exportação,Porto de Santos
06/11/2024 01:00:00,VEICULOS/VRS/CCS.RO-RO VEICULOS/VRS/CCS.RO-RO,1,ROLL-IN-ROLL-OFF,Importação,Porto de Santos
07/11/2024 07:00:00,VEICULO VEICULO,1,ROLL-IN-ROLL-OFF,Importação,Porto de Santos
27/10/2024 07:45:00,VEICULOS/VRS/CCS.RO-RO VEICULOS/VRS/CCS.RO-RO,1,ROLL-IN-ROLL-OFF,Importação,Porto de Santos
29/10/2024,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,ROLL-IN-ROLL-OFF,Importação,Porto de Santos
01/11/2024 06:00:00,VEICULO,1,ROLL-IN-ROLL-OFF,Exportação,Porto de Santos
06/11/2024 01:00:00,VEICULOS/VRS/CCS.RO-RO VEICULOS/VRS/CCS.RO-RO,1,ROLL-IN-ROLL-OFF,Exportação,Porto de Santos
07/11/2024 06:00:00,VEICULO,1,ROLL-IN-ROLL-OFF,Exportação,Porto de Santos
07/11/2024 07:00:00,VEICULO VEICULO,1,ROLL-IN-ROLL-OFF,Exportação,Porto de Santos
11/11/2024 01:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,ROLL-IN-ROLL-OFF,Exportação,Porto de Santos
11/11/2024 07:00:00,VEICULO,1,ROLL-IN-ROLL-OFF,Exportação,Porto de Santos
12/11/2024 06:00:00,VEICULO,1,ROLL-IN-ROLL-OFF,Exportação,Porto de Santos
14/11/2024 07:00:00,VEICULO,1,ROLL-IN-ROLL-OFF,Exportação,Porto de Santos
17/11/2024 06:00:00,VEICULO,1,ROLL-IN-ROLL-OFF,Exportação,Porto de Santos
26/10/2024 23:40:00,VEICULOS/VRS/CCS.RO-RO,1,ROLL-IN-ROLL-OFF,Exportação,Porto de Santos
27/10/2024 07:45:00,VEICULOS/VRS/CCS.RO-RO VEICULOS/VRS/CCS.RO-RO,1,ROLL-IN-ROLL-OFF,Exportação,Porto de Santos
29/10/2024,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,ROLL-IN-ROLL-OFF,Exportação,Porto de Santos
29/10/2024,VEICULO,1,ROLL-IN-ROLL-OFF,Exportação,Porto de Santos
30/11/2024 06:00:00,VEICULO,1,ROLL-IN-ROLL-OFF,Exportação,Porto de Santos
01/12/2024 06:00:00,CARGA GERAL,3,LASH,Exportação,Porto de Santos
05/11/2024 06:00:00,CARGA GERAL,1,LASH,Exportação,Porto de Santos
15/11/2024 06:00:00,CARGA GERAL,1,LASH,Exportação,Porto de Santos
29/10/2024,CARGA GERAL,2,LASH,Exportação,Porto de Santos
18/10/2024 12:48:00,OUTROS,1,CABOTAGEM,Importação,Porto de Santos
29/10/2024,CARGA GERAL,1,CABOTAGEM,Importação,Porto de Santos
29/10/2024 00:28:00,PRODUTOS SIDERURGICOS,1,CABOTAGEM,Importação,Porto de Santos
01/11/2024 07:00:00,PAPEL E CELULOSE,1,CABOTAGEM,Exportação,Porto de Santos
30/10/2024 07:00:00,PAPEL E CELULOSE,1,CABOTAGEM,Exportação,Porto de Santos
30/10/2024 10:00:00,PAPEL E CELULOSE,1,CABOTAGEM,Exportação,Porto de Santos
31/10/2024 07:00:00,PAPEL E CELULOSE,1,CABOTAGEM,Exportação,Porto de Santos
01/11/2024,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
01/11/2024 07:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
01/11/2024 08:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
01/12/2024,CONTEINERES CHEIOS CONTEINERES CHEIOS,2,CONTEINERES,Importação,Porto de Santos
01/12/2024 02:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
01/12/2024 18:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
02/11/2024,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
02/11/2024 01:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
02/11/2024 07:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,3,CONTEINERES,Importação,Porto de Santos
02/11/2024 08:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
02/11/2024 13:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
02/12/2024 11:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
02/12/2024 23:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
03/09/2024 01:48:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
03/11/2024,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
03/11/2024 02:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
03/11/2024 07:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
03/11/2024 14:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
03/11/2024 18:00:00,CONSUMO DE BORDO CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
03/12/2024,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
03/12/2024 01:01:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
04/11/2024 01:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
05/08/2024 16:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
05/11/2024 08:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
05/11/2024 12:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,2,CONTEINERES,Importação,Porto de Santos
05/12/2024,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
05/12/2024 02:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
06/11/2024,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
06/12/2024 01:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
06/12/2024 16:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
07/11/2024,CONTEINERES CHEIOS CONTEINERES CHEIOS,2,CONTEINERES,Importação,Porto de Santos
07/11/2024 10:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
07/11/2024 13:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
07/12/2024 08:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
08/11/2024 08:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
08/11/2024 11:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
08/11/2024 16:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
09/11/2024 01:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
09/11/2024 07:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
09/11/2024 08:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
09/11/2024 10:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
09/11/2024 12:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
10/10/2024 22:10:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
10/11/2024,CONTEINERES CHEIOS CONTEINERES CHEIOS,2,CONTEINERES,Importação,Porto de Santos
10/11/2024 01:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
10/11/2024 02:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
10/11/2024 11:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
10/11/2024 18:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
11/11/2024,CONTEINERES CHEIOS CONTEINERES CHEIOS,3,CONTEINERES,Importação,Porto de Santos
11/11/2024 11:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
11/11/2024 13:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
12/11/2024 10:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
13/06/2024 10:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
14/11/2024,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
14/11/2024 02:01:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,2,CONTEINERES,Importação,Porto de Santos
14/11/2024 20:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
15/11/2024 08:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
16/11/2024,CONTEINERES CHEIOS CONTEINERES CHEIOS,3,CONTEINERES,Importação,Porto de Santos
16/11/2024 03:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
16/11/2024 08:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
16/12/2024 02:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
17/11/2024 01:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
18/11/2024 02:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
18/11/2024 11:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
18/11/2024 17:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
19/11/2024 08:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
19/11/2024 11:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
20/11/2024,CONTEINERES CHEIOS CONTEINERES CHEIOS,2,CONTEINERES,Importação,Porto de Santos
20/11/2024 01:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
21/11/2024 02:00:00,CONTEINERES CHEIOS CONTEINERES CHEIOS,1,CONTEINERES,Importação,Porto de Santos
